silhouette,cluster
-0.03803559361758705,1
0.19009042284270786,4
0.2189521501925656,4
0.20225947284296714,2
0.37051465496667746,2
0.24986339662204105,4
0.15090089495347933,0
0.3503773922197757,2
0.08107118280261584,0
0.39210091719421747,2
0.3921996396919188,2
0.38153473550437844,2
0.389256954890528,2
0.033709401184337226,4
0.23201502409456448,0
0.4302651256115477,2
0.17261032352781194,0
0.15704078373178484,4
0.32724510625122305,2
0.15772923524443275,2
0.10697070796939052,4
0.04314677253925484,4
0.18541491944448907,0
-0.049211679121776264,4
0.256968489556784,2
0.3940196681670897,2
0.3079980397585537,2
0.333018894257885,2
0.08741694947033711,2
-0.06818705103376435,4
0.08467410398377145,4
0.22520342523501666,2
0.10711300109919647,2
0.19088382058143982,0
-0.02904270356325159,4
0.10092431669020303,2
0.17931460114583106,2
0.03265426293715775,4
0.06985059239550853,0
0.2889258836071886,2
0.09461540845198395,2
0.323289460110907,2
0.2675514607388368,2
0.050867276353608264,4
0.285301298351827,2
0.024389436122575377,4
0.4213425366760408,2
0.245628394847944,2
0.3493844496437169,1
0.14586155066317202,0
0.3514921880519057,2
0.13116737183334726,2
0.15076407718655083,0
0.11649368043668624,4
-0.026172857362989247,4
0.23957128739378133,4
0.38097493495805096,2
0.22419090649348236,4
0.16921962319518483,2
0.23075954073139954,2
-0.03466540030750915,4
0.3894041748653187,2
0.3561269307418123,0
0.36436249398939674,1
-0.07278241405683925,4
0.288180684122843,0
0.17711760909815846,4
0.37263044477314694,2
0.3267034329857652,2
0.24352941097094558,0
0.266055632941256,2
-0.015600877607794635,4
0.3819588460164837,2
0.37067971046594145,2
0.39275333846671073,2
0.0693702896980202,0
0.14774803822247248,0
0.3741689489344622,2
0.23104885190354313,2
0.2385208602958153,0
0.39314845965289097,2
0.12639551600012436,2
-0.023452365241592717,4
0.14804889351301215,4
-0.03980148965898332,4
-0.0045301978587534925,4
0.23064668487284745,2
0.07776640738305268,2
-0.02819064735654942,4
0.09307313787262002,4
0.40432533904977347,2
0.12776373036973313,0
0.3526378129162199,2
-0.03684090127910108,4
-0.08013447054082787,4
0.3431590876546735,2
0.2977154679094588,2
0.3261482592800727,2
0.06931931186344925,2
0.10144185003310005,0
0.4258016443943489,2
0.27958450440228527,0
0.3897107383930006,2
0.121994225073571,2
0.29425153905878326,2
0.08528332376800013,4
0.4095754444416066,0
0.25832896008474726,2
0.4014598077197036,2
0.02410459424260017,4
0.4259544895847252,2
-0.0027397548018710297,4
-0.041998603554224655,4
0.31466824630554474,2
0.22450354627035993,2
0.40573033551120957,2
0.22131713266450237,4
0.16956186172054818,0
0.20380301190025552,2
0.18855190137451402,2
0.4228555589552692,2
0.1222820812642637,4
0.20686728881456046,2
0.3601339222786663,2
0.24429290427022538,0
0.16754636541841084,2
0.2699256779417117,0
0.13558221980282048,3
-0.005956257154496712,3
0.12266649211583795,2
0.03771728629404324,4
0.28778428921688737,2
0.427174054304027,2
0.20131909070205764,2
0.3101091734102228,2
0.10100347378437792,1
0.15343308679403891,2
0.16625419420709314,0
0.3709640736009926,2
0.2842987693899792,2
-0.032861987297182635,4
0.14921333278078622,4
0.37802247306611636,2
0.21498772739427868,4
0.3266669497329121,0
0.19415352215245898,0
0.417083743352109,2
0.2974609700095746,2
0.25676374951881503,2
0.41279314654606225,2
0.08022087302382723,0
0.22761063338430604,2
-0.06107762780982814,1
0.3494256841237603,2
-0.03805317241478936,4
-0.01386942407166725,4
0.112326130532049,2
0.13922470048520907,2
0.163133238806051,4
0.10043481571422375,0
0.2607425812563376,0
0.29721014182448746,2
0.4199272243412111,2
0.294815261476021,2
0.15945123020893168,4
0.013707855940677065,2
0.06357058039791981,4
0.1184286155218979,2
0.40191560971046625,2
0.1385211970352724,4
0.15440012438207623,4
0.14761821401366532,2
0.2315060769560438,2
0.2666396691657924,2
0.08055485038511859,4
0.32388126829062014,2
0.28200951333941005,2
0.0928338294900366,4
0.18001737478988508,2
0.24791314755044072,2
0.23354703332175233,2
-0.019062683677519184,4
0.40919727388560134,0
0.13484473597386307,2
0.18524971728795722,0
0.4401569880455454,2
0.15798001486411378,2
0.21969152731285976,0
0.24449635611820633,2
0.10534083525197006,2
0.21240038083050072,4
0.3862348169238545,2
0.20208420648562817,2
0.009955494913120786,4
0.11744705077346256,2
0.08675392931322799,2
0.17988325426420088,2
-0.054715719272104564,4
0.1880829156439515,0
-0.018205820550658145,4
0.32440724920886516,2
0.3530663406737811,2
0.04099836618949216,4
0.3714034168550801,0
-0.06960726470600194,4
0.34711895516840635,2
0.00036248866081428524,4
0.42171158008220144,2
0.07038804393802366,2
0.43318359097198084,2
0.3982608433440911,2
0.325564884766459,2
0.08346624621993269,4
0.29923494106867454,4
0.30824534057544073,2
0.41504813735704715,2
0.17634544243980063,2
0.3889768889098755,2
0.05529312040453163,4
0.35335396216999804,0
-0.011525924243719171,4
0.022407268556166947,4
0.10414193538315182,4
0.3543415195199063,2
-0.02223442669287683,4
0.17283495967316242,4
0.06453372253670416,4
0.10601223331581956,0
0.41508557550510394,2
0.08944676909667815,0
0.1361225068106547,4
0.35553495491178344,2
0.12566210105252362,4
0.2962700429334503,2
0.3090124594020334,2
0.27040982151154763,2
0.20021169607303257,0
0.2443667592823871,2
0.18735157279399103,0
0.37012439119614926,0
0.14774025463655815,0
0.14249456397798732,2
0.12290174794362665,2
0.20063498701245963,2
0.15463848012611775,2
0.25647616584831673,2
0.15752272671351467,2
0.30021108236810795,2
0.406684827832525,2
0.40449964371381153,2
0.15452916715881446,2
0.11902347817415683,2
0.22420956391164978,3
0.0053854695217920865,4
0.45891594388931717,0
0.021148967029794533,4
0.02218237420083195,4
0.002795927808439569,4
0.22730091474554326,2
0.10805384632869003,2
0.1649441756372115,2
0.04258500709601501,4
0.05008946687669513,4
0.40043435790875537,0
0.14509053285901133,2
0.16620109914199568,2
0.31845958839661215,2
0.21410461315297516,2
0.07753872653705295,0
0.386452325706513,0
0.130807591556379,2
0.2573887662417611,2
0.33694359796690015,2
-0.05279764359064671,4
0.24063990313667377,0
-0.00740107457204603,4
0.4269208609518454,0
0.07032573796293559,4
0.3770728222939942,2
0.15823480150398847,2
0.3523547821073822,0
0.17640369609311077,0
0.30344062192799814,2
0.0383411761347935,0
0.24011496760507145,4
0.175141082656947,4
0.3462732633785019,0
0.2678765167674935,2
0.02688746104763839,4
0.17904681707705003,2
0.2797535152820836,2
0.2623160344318399,2
0.27410472625881316,2
0.09688688605439187,0
0.26016761007997347,2
-0.048063889389118875,4
0.30175302782145,0
0.1638481764311317,2
0.21454332193566344,0
0.2227367351455046,4
0.44864103647235803,0
-0.0026076503144233237,4
-0.05217745037180434,4
0.34345329251294915,2
0.4084384555801216,2
0.17934802599151206,2
0.39130131974648424,2
0.08344049201347888,4
0.14837989708181,2
0.3455501426934314,2
0.05084027581690053,4
0.11263087158072528,2
0.38419181336893676,2
-0.04939006294740073,4
0.2874897103267181,2
0.36553567568531764,2
0.10302531125868497,4
0.39032808876387437,2
0.38519034126482704,2
0.1891322882199848,4
0.3441160650106773,2
0.05127003907701387,4
0.38386983707498745,2
0.3776370817010938,2
0.11184416200741511,2
0.21958189801824898,2
0.18326172877529687,2
0.395012778458141,3
0.10403453730989456,4
0.253780641620464,2
0.14736080590743608,2
0.3799849361873397,0
0.04815096358469026,2
0.1797355010086064,2
0.1325890574285229,4
0.05144141544736785,2
0.3707811353537335,2
0.34143988159799077,2
0.4071160921697301,2
0.2644867697771515,2
0.15180421863321503,4
0.13177448456139776,4
0.008814803264601196,4
0.3786306485665533,2
0.41414726414056346,2
0.23033551747835923,2
0.2864218884057353,2
0.19400269113911542,4
0.25303046382329986,2
0.08614605348977883,0
0.08372969710379587,4
0.18345071304542238,0
0.2709200238276785,2
-0.04470543368178887,4
0.02441421849178978,4
0.2619818307288426,0
0.28991738285112906,2
0.07972628619581443,0
0.0938850943056903,4
0.08533359618372713,2
-0.017446399154746637,4
0.14226837529057726,2
-0.07843844480878605,4
-0.035252771605909554,4
0.39874117988198043,2
0.12414094164774309,0
0.023520253697743423,4
0.3878970091908336,0
0.09152827321985904,0
-0.042075425635984584,4
0.023574164259046456,4
0.04855247878077081,4
0.11723082664049088,2
0.29016634224368804,0
0.3804470839242614,2
0.2852417784126167,2
-0.04016412672514879,4
0.2096759224231903,0
0.04785943335685786,4
0.10633529644578918,4
0.3061310010805615,0
0.12141713292008724,4
0.169854079421063,4
0.05048723152672,4
0.0597507753146671,4
0.050145860702852936,2
0.40592339115151344,0
0.28675520932061005,2
0.22128460350411516,2
0.16357015727623905,2
0.1372545104221441,2
0.12046055715498491,2
0.19281768489232437,0
0.35044101402138833,2
0.32919326614688277,1
0.03799375576083312,0
-0.06645231423030923,4
0.23273296590377102,0
0.09150255925215617,0
0.17687277822749592,0
0.14768865200974887,0
0.20685586856183996,0
-0.017809293571798664,4
0.09537057690175282,2
-0.00635659403038702,4
0.20507117760031468,2
0.11376558400100929,2
0.2747487801786422,2
0.033167307291814066,4
0.29259826051921856,2
0.08283963674038063,2
0.44707901536692785,0
0.20648197833602266,4
0.2702742510107761,2
0.06873310349263693,0
0.40699888783919674,2
0.2685242847870351,2
0.31785652018862837,0
0.06131969814547702,4
0.2763707464104614,0
0.19283892301631625,4
0.19930828141853357,2
0.38413785865269784,2
0.04980841990366127,0
0.03103676968771406,4
0.37254370020444283,2
0.4300382623800182,0
0.1250728958952608,4
0.13527228173314484,0
0.07672955171925865,4
0.21427492975486517,2
0.4222090215543093,2
0.15521630468573466,0
0.19753049238809686,0
0.41908333843622125,2
-0.03363135069497863,4
0.07144761974149394,0
0.07407857347550395,2
0.14605855176214827,4
0.31804197066192613,2
0.19766725266838278,2
0.16312400656862822,2
0.14396506885923271,2
0.01402303413719088,4
0.22524091966734708,4
0.1782420143759943,2
0.20215564061680263,4
0.2768250801789842,2
-0.061551431699941664,4
0.2912321739366824,4
0.1760242879394547,2
0.2409506434710622,2
0.31394807703122996,2
0.09375768471809,4
0.3370176487558057,2
0.25770694573995334,2
0.39947468178534323,2
-0.003597381288439117,4
0.3158434286721451,1
0.30918246543188427,2
-0.008950516422419903,4
0.14703934828894763,2
0.3844305763328344,2
0.2994340435981997,0
0.04349040214495439,4
-0.025377907724641706,4
0.08497738111731921,4
0.3993828034597767,2
0.39361098932744376,0
-0.009790897425549741,4
-0.010615381865873791,4
0.19205170061002522,4
-0.06917674504688015,4
0.26868898322505347,0
0.2276232838236417,2
0.3987673841200826,2
0.3859220778719483,2
0.1340057153737915,2
0.058158464951203984,2
0.2195784808425535,0
0.023841756040811943,4
-0.03143294023001535,4
-0.031897876569616124,4
0.3652356249180103,2
-0.07208116660002611,4
-0.027714056230203083,4
0.3831918766034056,2
0.3792689400514782,2
0.12354669275030039,0
0.3348344182728774,2
0.19482125392705366,1
-0.055788989214105494,4
0.24973161840410593,0
0.40683087542331303,2
0.32363196858171966,0
0.42229081804437346,2
0.13079810856514756,2
0.09593826407896575,4
0.1925365111200228,2
0.17395751272338258,0
0.12688381080378655,2
0.12255569412980047,2
0.16328852639205485,0
0.21994300478552395,1
-0.022361266388153143,4
0.29816697632771355,2
0.03625268386837686,4
0.1216017142483308,2
-0.05016348259323283,4
0.1703950016966791,2
0.29108466342677275,0
0.25859010831318874,2
0.18445489941406973,2
0.14475100079002615,2
0.3778198841265846,2
0.39061002868642547,2
0.12332958739625512,2
0.08726511992597012,4
0.10552521715423187,0
0.29477004190263334,2
0.2626875251185252,2
0.12714879286151223,4
0.16947884657331722,0
0.2407985753873419,2
0.09050188286047998,2
0.08476550371277848,2
-0.01045458117789003,1
0.337153468547614,2
0.12683989076546076,2
0.10112777450353555,2
0.055745032718731984,0
0.10707318112631034,0
0.10073257251252207,2
0.23980900131961927,2
0.28495936923555387,2
0.12904790902732036,0
0.20762270847653413,2
0.11282457599880039,4
0.24270499927680592,2
0.32261316132606,2
0.037496530820489454,2
0.24254431061498782,0
-0.0032227180915467557,4
0.2197682264625606,2
0.34499587465083914,2
0.22658487045825218,4
-0.0177802111613082,4
0.14585541516541892,2
-0.007037892159098847,4
0.4162135409317958,2
0.30465000596904207,0
0.1725021362689084,2
0.09768789493797099,2
0.3657043904403099,0
0.06609377391821879,4
0.25722959926248584,4
0.06311883129939826,4
0.3680589277121597,2
-0.04937522775982422,4
0.3883505284637655,2
-0.04070160425326226,4
-0.0113856183035998,4
0.03269006544273797,4
0.044040805200127424,4
0.16707038175254293,4
0.1331127945278788,4
0.07414495159829337,4
0.37410179256351483,2
-0.06439285232588601,4
0.04052927218372668,4
0.14178961583510818,4
-0.03818076484516196,4
-0.0687007807971195,4
0.10077528340146083,0
0.3858219325759094,2
0.3861641450529605,2
0.38079203288060004,2
0.07591888160994657,2
0.09994940510970085,2
0.1452341571832976,0
0.037886030257714164,4
0.05197045320190939,0
-0.03282742930527508,4
0.21073745793985207,4
0.10110575172540552,2
0.3907977540451353,2
0.3648793722472424,3
0.26418522114871834,4
0.13457362529383576,2
0.19574110468197514,4
-0.02389251955697206,4
0.13764354891154112,2
0.25460355071231455,2
-0.06614390811041504,4
0.34126636318856857,2
0.19057986433529728,2
0.23539354734440926,4
0.28813593048715097,2
0.21540957340847283,0
0.3244755794053588,0
0.0011270935666717829,4
0.07007987189323218,4
0.12223244981993452,2
0.17452884835580018,4
0.18267844018084334,4
0.08836517379031637,0
0.23639122183913736,2
0.354783867046726,2
0.3603125916472123,2
-0.028520333086832737,4
0.1773860137406596,4
0.22761817913118734,0
0.20031010003432745,4
0.37303122273896006,2
0.2168816394586552,2
0.06278902800544142,2
0.3657090555631226,2
0.18255327158691437,0
0.11349275848589858,0
0.24448479495485737,2
0.21244521667339344,4
0.008357063744504156,4
0.11447718794597433,2
0.38537626604478586,2
0.13433568594479176,4
0.3615841941154296,0
0.39448830089667686,0
0.11232292756866959,4
0.2005818944519976,2
0.08606721691144761,4
0.2741949328446845,2
0.09403830054640613,0
0.06596569248884464,0
0.40431733618375126,2
-0.01035002888592666,4
0.3849944609965447,2
0.36829473551202324,2
0.09828669039729196,4
-0.06870929077652516,4
0.23042395127797793,2
-0.006867961049358693,4
-0.042410125102064,4
0.08944545841606573,0
0.41046331537310926,0
0.08219722424306315,4
0.09006581236300586,2
0.08622300904677448,2
-0.019168681480160762,4
0.3540262210951861,2
0.3626668565382836,2
0.3663874293937212,2
0.2199759192887639,2
0.10649725971649585,4
0.02423678589992846,2
0.08233359389573446,4
0.3775123725649324,2
0.21710676202220067,2
0.16855806566061382,0
-0.03248546051946401,1
0.332159878610157,2
-0.04365456476521794,4
0.23887934890142704,0
0.2988149595932017,2
0.05279991168733025,0
0.1794777650672652,2
0.38167381091776986,0
0.40550214730792644,2
0.09378100188797282,4
-0.024902341745598106,4
0.08106979128617096,4
0.2839545741154524,2
0.05057564808026886,0
0.3286201036253005,2
-0.009373589901687253,0
0.24149340181330786,2
0.2958452211941058,2
0.11975067408589095,2
0.25317137339659684,4
0.37986687701340244,2
0.2913199368955141,2
0.3819036715979508,0
0.4102328010348436,2
0.262981565129233,2
0.00996303865199384,4
0.42822850137761187,0
0.08825082080162518,4
0.20864505504907635,2
0.3301100866281382,2
0.28015806133720494,2
-0.07547198515853344,4
0.32395727538947244,2
0.09223748085648434,4
0.19840281188798792,2
0.36247763274546246,2
0.06827042646463062,2
-0.04480893166266059,4
0.3223617793884168,2
0.3346048070470343,2
0.38324311785375514,0
0.07587665380888962,2
0.1409633949667727,0
0.11720445785696011,4
0.18813416471722888,2
0.08494775832134868,2
0.4158319222620444,0
0.08374342143281471,2
0.16036795326885556,0
0.22164863287928216,2
0.4019666483746058,2
0.2406838422627356,2
0.19811053428350794,0
0.40145926746705607,2
0.007090453593901238,4
0.06212565149005945,4
0.3536656760485014,2
0.21031771446277592,2
0.21381538762607513,2
0.17813662594802138,2
0.32592707626694034,0
0.18842498469948016,4
-0.03843299669224912,4
0.18599034565298847,2
0.10830453219623729,2
0.1405555272474624,2
0.4025819963435697,0
0.2165649685437236,2
0.2528696070095124,2
0.4009256294755117,2
0.18506262459627798,4
0.02997114133904657,4
0.34988034361085163,2
0.059365303702217466,4
0.3406916060597126,2
0.41615245132178574,2
-0.07992150853189789,4
0.4413256733033962,0
0.27911162628083974,2
0.06709973070694741,2
0.30310504986555525,0
0.23268487542910637,0
-0.016105149413123042,4
0.20386515547815726,2
0.07073598346393287,4
0.173425286379556,2
0.441342368871369,2
0.013531229076413175,1
0.27544603592691236,2
0.09779313927639328,0
0.33869983357911077,0
0.3294387384065837,2
0.006171555670173557,4
0.1765137962450746,0
0.004724639038170696,4
0.22595015879146654,2
0.21012406870849928,4
0.025807220543933827,0
0.07910918120209537,2
0.17385941724729354,2
0.21718487031776523,4
0.39567516354113985,2
0.07118476923003401,4
0.09269191457265306,2
0.05567860552734081,4
0.10677741392692622,2
0.09617654788238818,4
-0.07972936126047446,4
-0.10349320046928993,4
0.01656358624654084,4
0.19592089285518047,4
0.18321762871138764,2
0.026437932069891357,4
0.24968128536168166,4
0.135278058245328,4
0.40264119100038326,2
0.07392665788219842,4
0.2404634559633797,4
0.325644081311574,0
0.15934065610314174,2
0.09612933207368085,0
0.07591951039809383,1
0.25644835862025217,2
-0.004350615043288391,4
0.3495976944695456,0
0.32256366858413765,2
0.4153215868514586,2
0.12408514033214056,4
0.2904027303963758,2
0.44104728546403354,0
0.004030999431775102,4
-0.04749024578611403,4
0.06979732663877462,0
0.08464908355417738,0
0.16432466454007416,4
-0.03997345794530779,4
0.4215593206593811,2
0.20575899400719577,2
0.12494742976692623,4
0.16817151291595492,3
0.2846436100326747,2
0.3609810568267402,0
0.21074217024162684,4
0.0288097786618303,0
0.20832770881375118,0
0.019441048703621934,2
0.047980241668624794,0
-0.024754302140021868,4
0.229825904786434,4
0.3679985785510419,2
0.34274285597578846,2
0.15712806230044213,4
0.2849356967080731,0
-0.025570498198899096,4
0.2355801791351882,2
0.3918597855656983,2
0.18838342043310816,2
0.1772093375476023,4
0.30127211663894565,2
0.1880296313227942,1
0.30921615174334127,0
0.4286223305916172,2
0.286868775166947,2
0.30626545169225017,2
0.3340680543949968,2
0.36447650906898316,2
0.09236310864632637,2
0.39726716990976507,2
0.3339612517690483,2
0.01019571848985754,4
0.3409084955918429,0
0.4421563042080031,0
0.3255255474003305,2
0.34457197995050765,2
0.33053867900070105,2
0.4310473161275708,2
-0.03705349237423926,4
0.3733363420385783,2
0.29425638301266516,2
0.043410412976552036,4
0.277140494951985,0
-0.042289668421976255,4
0.1909981006247946,2
0.19575668455393141,2
0.348668215948059,1
0.18711677704440324,4
0.30549597006800167,2
0.39056903790232766,0
0.19352494045837978,0
0.10275061206857669,2
0.14092400712505662,2
0.3640929552711282,2
0.3112429748751008,2
0.19896374814954712,2
-0.0747756854541142,4
0.10534095017166877,4
0.3233565242990865,2
0.1543499812450128,4
0.32284486516880323,0
-0.053552302318069345,4
0.23048398199816908,2
-0.0704436357452433,4
0.3404285950230065,2
0.11893732933379145,2
0.3275628970923514,2
0.4077959165842552,2
0.37156809389237433,0
0.28036869188768576,2
0.2589479036137198,2
0.036606921803570495,4
0.3620414821394374,0
0.2630553818129487,2
0.12232525537915297,0
0.3378681449777442,2
0.29749027628255675,4
0.09940927356327392,2
0.3106971666585128,2
0.2828180555983539,4
0.10560461584228649,0
0.1281337751503858,1
0.06180152841943003,0
0.1732067583197163,4
0.3217826091270867,2
0.37178875266932493,2
0.36172694232172464,2
0.06800692865909079,4
0.3906806969507399,2
0.12898480159298398,0
-0.02754863572557049,4
0.11118620761032802,0
0.3388330799570724,2
0.20446421912586796,2
0.4046152725964336,0
-0.06463832589505658,4
0.09007922640840633,0
0.142104226863007,2
0.12789619122705148,2
0.22781629293791752,2
0.39780685423535633,2
0.13961503075224607,2
0.28530433709027725,0
0.06755877600897324,4
0.154565361390799,2
0.32729006389554244,0
0.13858396454576652,2
0.09868758161063274,2
0.09252847056474749,4
0.12316123597650676,2
0.10603324605864273,4
0.41125442494914966,2
0.23531011863021759,0
0.19227682685257186,4
0.12348292323568277,0
-0.07668022835385385,4
-0.0018403955919640206,4
0.014865019449775316,4
-0.02055837530424258,4
0.412856352097023,2
0.2141833528530007,1
0.13229994985356672,4
0.05416440593171138,2
0.07014606801612262,4
0.05827100386837307,4
-0.01236015131350807,4
0.25701115839405453,4
0.13007201528441273,0
0.2655799784209051,2
0.2314331509331554,2
0.31306014923302566,2
0.36299862089994583,0
0.0495929675137879,3
0.2008649808751132,1
0.3178747580856317,2
-0.009249441938551135,4
0.08552282851377051,4
0.1811000503819753,3
0.31267144844082023,2
0.07844435536677229,0
0.15136768623062766,4
0.14271795590649614,0
0.21709052276692134,2
0.05021426677551655,4
0.1204996674857724,0
0.4100501628159398,0
0.3559946894189591,2
0.42442161396675093,2
0.3311255195616604,2
0.24645600037535106,2
0.26582402257137194,4
0.3789581804262627,2
0.28185569540745803,2
0.16738457878228494,2
0.22562396226174672,2
0.09280691678505396,4
0.258212718890311,0
0.04840198207448367,3
0.3536121540372548,2
0.34583783614604613,0
0.3719779871258418,2
0.42608889316989673,2
0.19314745553691576,1
0.009526469385615336,4
0.14940939726191377,4
0.33065825319597475,2
0.2781989288124316,2
0.3146873017451621,2
0.34555361228402565,2
0.11042810595357644,2
0.3473231381965526,0
0.3524124384428332,3
0.1901367176412778,0
0.23046964571303752,0
0.09416854713304725,2
0.1064117384716835,4
